,site_area,structure_type,water_consumption,recycling_rate,utilization_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost
516,3433,3,2522.0,18,64,157,6,110,2438.0
517,3784,1,3340.0,15,56,48,48,218,4191.0
518,4798,1,5201.0,79,96,124,8,251,4966.0
519,3311,1,4283.0,61,80,190,70,160,3598.0
520,1750,2,3976.0,76,48,115,55,0,1639.0
521,4012,1,5370.0,25,72,156,61,172,4050.0
522,1756,1,2214.0,11,64,75,10,23,1798.0
523,3876,1,5773.0,45,44,199,48,74,3635.0
524,3986,1,2951.0,80,45,52,66,378,4369.0
525,4084,3,2694.0,44,98,97,24,58,3032.0
526,1896,1,2581.0,39,100,27,28,173,2870.0
527,4137,1,6792.0,54,70,180,34,138,4433.0
528,3830,2,7397.0,55,83,144,57,0,3782.0
529,3203,3,4010.0,74,94,81,67,31,3104.0
530,970,3,1755.0,10,59,23,26,44,905.0
531,1853,2,2335.0,66,48,87,63,0,2084.0
532,3283,1,5634.0,80,75,75,22,12,2754.0
533,3331,3,5212.0,76,89,192,36,244,2768.0
534,857,2,1000.0,40,53,35,37,0,1375.0
535,3519,1,2583.0,34,65,159,3,323,4045.0
536,1167,4,1491.0,56,78,196,64,0,2025.0
537,4968,1,5504.0,65,88,153,23,342,5344.0
538,1645,4,2298.0,10,43,183,71,0,2116.0
539,4685,3,3848.0,46,68,66,58,277,3370.0
540,4219,2,5925.0,84,37,32,12,0,3518.0
541,3245,4,1854.0,76,77,166,52,0,4268.0
542,1039,3,1993.0,21,98,83,11,11,1578.0
543,3279,1,5625.0,29,70,185,9,202,3767.0
544,4636,2,8288.0,39,64,11,5,0,4044.0
545,4275,1,5128.0,83,93,83,70,325,4962.0
546,3008,1,2035.0,73,82,80,71,50,2602.0
547,3279,3,5705.0,88,83,42,18,225,2961.0
548,1424,1,1300.0,73,66,199,65,111,1997.0
549,3456,1,3277.0,27,81,106,54,276,4086.0
550,2081,2,1625.0,41,47,12,9,0,2051.0
551,3824,3,5245.0,28,50,200,71,189,2746.0
552,4985,1,7554.0,42,71,82,60,189,4926.0
553,755,1,1000.0,71,94,89,9,71,2106.0
554,2338,1,3163.0,31,37,115,44,200,2632.0
555,2444,2,1779.0,38,68,132,11,0,2699.0
556,509,1,1000.0,13,90,105,3,24,1201.0
557,3371,2,5115.0,59,89,172,5,0,3471.0
558,1297,1,1306.0,85,98,88,32,79,2250.0
559,1515,1,2374.0,13,88,132,22,49,2126.0
560,2324,4,1751.0,14,39,22,54,0,2670.0
561,4969,1,4288.0,48,92,34,53,18,4004.0
562,3636,2,4073.0,66,99,95,62,0,4063.0
563,2693,1,2323.0,40,36,53,50,123,2534.0
564,723,2,1000.0,16,64,124,26,0,1167.0
565,4658,2,8663.0,21,71,176,67,0,4605.0
566,4425,1,6335.0,19,58,69,54,154,3801.0
567,4500,1,5936.0,38,56,119,41,160,4168.0
568,2133,1,3287.0,22,67,36,8,67,2210.0
569,2652,2,5962.0,79,31,118,24,0,2271.0
570,1010,3,1111.0,40,54,21,13,89,1365.0
571,884,2,1328.0,18,95,135,60,0,1802.0
572,904,2,1000.0,60,67,184,14,0,1263.0
573,2500,1,1591.0,25,88,70,46,60,2840.0
574,3256,1,3286.0,68,36,187,5,322,4049.0
575,2168,1,2951.0,67,78,182,13,95,2159.0
576,1960,1,3692.0,20,97,161,24,153,3230.0
577,4136,1,3026.0,45,70,40,16,182,3868.0
578,3224,2,3979.0,10,80,27,29,0,3512.0
579,4678,2,6555.0,30,53,30,19,0,4142.0
580,2548,4,2320.0,53,65,20,60,0,3282.0
581,4646,1,8024.0,46,39,73,62,198,4158.0
582,1216,2,2377.0,15,50,50,48,0,1775.0
583,2323,3,3187.0,23,56,35,32,21,1805.0
584,2581,2,4583.0,10,84,153,46,0,3240.0
585,3919,1,1999.0,17,34,18,71,210,3619.0
586,2074,1,1000.0,53,88,5,69,15,2281.0
587,749,1,1000.0,84,65,175,56,13,1053.0
588,1173,1,1278.0,36,63,14,33,111,1957.0
589,2665,3,4679.0,45,81,109,23,218,2539.0
590,1270,1,1748.0,51,35,108,61,83,1983.0
591,4462,1,2981.0,29,43,123,4,241,4195.0
592,4863,3,3355.0,17,88,48,65,172,3499.0
593,2484,3,3670.0,55,86,17,2,56,2117.0
594,1577,2,2158.0,61,66,83,58,0,2121.0
595,735,2,1000.0,35,87,192,28,0,1444.0
596,888,1,1000.0,44,61,149,33,28,1237.0
597,3537,1,4440.0,69,49,187,23,292,3839.0
598,2348,1,2077.0,12,90,163,31,148,3076.0
599,3314,2,4043.0,13,86,111,48,0,3564.0
600,3874,4,5752.0,71,81,137,46,0,4626.0
601,3778,1,5901.0,73,77,19,45,335,4995.0
602,1752,2,1000.0,59,40,197,32,0,1894.0
603,4481,1,8679.0,28,59,112,51,196,4726.0
604,2622,2,4524.0,52,89,60,47,0,3050.0
605,2650,1,2085.0,23,47,100,61,50,2152.0
606,1829,1,2257.0,23,76,58,50,180,2594.0
607,1858,3,3499.0,63,41,149,35,37,1571.0
608,2982,2,1808.0,38,79,67,15,0,3144.0
609,2517,2,2962.0,12,69,3,37,0,2604.0
610,1831,1,1519.0,82,93,82,56,72,2524.0
611,4844,1,4593.0,14,48,156,59,332,5254.0
612,4761,1,8204.0,14,56,57,25,438,5444.0
613,1858,3,1789.0,54,81,57,20,33,1623.0
614,3677,4,2091.0,73,36,53,48,0,3825.0
615,2628,2,1519.0,73,92,27,20,0,2870.0
616,2680,1,1251.0,52,84,104,15,214,3408.0
617,637,3,1000.0,52,60,166,62,24,1263.0
618,3972,2,5840.0,60,40,56,14,0,3163.0
619,3332,2,3446.0,22,46,63,21,0,3104.0
620,4079,1,5595.0,82,95,91,50,304,4889.0
621,3531,3,5219.0,77,96,29,69,131,3154.0
622,4664,2,3755.0,78,61,85,15,0,3866.0
623,3093,3,3962.0,16,53,177,63,54,2489.0
624,4800,3,7343.0,87,42,181,43,326,3180.0
625,4318,1,5130.0,51,51,22,27,180,4048.0
626,4638,3,4432.0,14,48,17,61,204,3120.0
627,4323,3,6035.0,56,82,80,54,357,3255.0
628,4542,1,8573.0,57,68,124,59,435,5479.0
629,2406,1,2944.0,56,50,181,39,50,2387.0
630,1260,1,2398.0,17,45,94,35,56,1776.0
631,3945,2,4282.0,30,36,155,9,0,3786.0
632,1399,1,1056.0,33,55,135,60,131,2047.0
633,4955,2,6611.0,22,60,159,62,0,4378.0
634,3447,1,3757.0,24,97,106,68,160,3821.0
635,2219,3,1862.0,62,69,133,16,41,1790.0
636,780,1,1038.0,81,56,199,16,66,1257.0
637,3766,1,1882.0,40,38,117,32,175,3409.0
638,2387,2,2415.0,80,45,39,38,0,2476.0
639,3766,2,2098.0,60,42,178,39,0,3351.0
640,1166,1,1000.0,56,89,46,62,86,2067.0
641,4688,1,7499.0,48,89,114,63,280,5308.0
642,1171,1,1898.0,90,38,69,16,37,1176.0
643,2469,3,2557.0,66,82,195,54,22,2612.0
644,4656,3,6144.0,59,61,134,15,300,3883.0
645,3622,2,3767.0,66,84,26,18,0,3421.0
646,4400,3,6192.0,44,54,193,4,139,3352.0
647,1023,3,1093.0,16,70,53,37,70,1593.0
648,2893,1,2718.0,62,55,141,40,105,2851.0
649,3617,4,5458.0,19,58,149,63,0,4475.0
650,3093,3,1727.0,48,65,196,68,95,2540.0
651,2468,1,1000.0,67,32,55,17,13,1793.0
652,2253,1,4142.0,44,88,107,48,190,3285.0
653,2796,1,4295.0,68,63,59,19,119,2865.0
654,2761,1,4368.0,31,35,50,39,23,2263.0
655,2786,3,3834.0,18,60,143,65,154,2452.0
656,4702,2,5494.0,17,61,127,53,0,4119.0
657,3378,3,4324.0,67,71,133,18,151,2753.0
658,4643,3,4905.0,31,86,0,39,241,3425.0
659,4144,2,5787.0,49,75,11,60,0,3905.0
660,4932,2,6133.0,37,85,23,35,0,4848.0
661,2555,1,3403.0,55,79,125,34,240,3326.0
662,1776,1,2385.0,78,59,74,15,50,1782.0
663,3266,2,3111.0,90,65,170,19,0,2912.0
664,802,1,1000.0,61,55,104,63,71,1393.0
665,1138,1,1000.0,20,79,161,26,61,2305.0
666,555,3,1153.0,31,31,56,49,36,587.0
667,1025,2,2108.0,56,36,148,4,0,1179.0
668,4623,1,7815.0,22,56,39,66,350,5420.0
669,2625,2,4686.0,54,78,32,17,0,2936.0
670,3787,3,6759.0,84,75,160,1,49,2952.0
671,864,1,1525.0,78,55,155,9,44,1157.0
672,2146,1,3372.0,87,94,107,10,104,2823.0
673,1418,4,2323.0,31,31,64,49,0,1750.0
674,3297,1,5411.0,76,93,75,48,196,4321.0
675,2031,1,1654.0,44,93,45,48,186,2976.0
676,3845,2,2354.0,41,89,160,15,0,4106.0
677,2406,3,3389.0,47,38,107,45,200,2024.0
678,3586,1,6716.0,67,44,196,2,20,2878.0
679,2575,1,3175.0,49,66,193,58,89,2683.0
680,1213,1,1188.0,30,35,163,38,15,1127.0
681,1562,4,1898.0,58,72,181,3,0,2411.0
682,2476,1,3984.0,48,74,177,59,107,3080.0
683,1796,2,1699.0,70,100,178,63,0,2592.0
684,625,4,1247.0,19,57,113,43,0,1168.0
685,4096,1,7976.0,49,81,51,4,390,4934.0
686,3783,4,7090.0,67,64,148,43,0,4407.0
687,2103,4,2259.0,54,95,123,61,0,3457.0
688,566,3,1000.0,26,55,29,49,50,924.0
689,732,1,1000.0,77,49,142,64,41,1132.0
690,2656,2,3038.0,19,91,136,20,0,2813.0
691,1669,3,1680.0,71,30,31,45,30,1436.0
692,2658,4,4517.0,41,82,71,17,0,3631.0
693,4706,1,5091.0,81,59,150,66,358,5450.0
694,1993,3,3606.0,51,89,26,22,84,1813.0
695,4507,1,8890.0,54,39,41,50,322,4903.0
696,2972,1,1502.0,85,51,7,70,257,3524.0
697,3160,2,6039.0,30,58,10,25,0,3288.0
698,3239,3,5622.0,36,98,148,2,123,3088.0
699,2261,2,2630.0,39,37,43,43,0,2051.0
700,4014,2,4797.0,83,82,166,17,0,3868.0
701,2475,4,3715.0,10,40,32,20,0,2845.0
702,2862,1,3108.0,18,55,66,37,260,3325.0
703,1376,2,1349.0,12,48,54,52,0,1836.0
704,4312,1,2771.0,62,48,12,26,342,3986.0
705,3948,1,5551.0,51,59,35,25,372,4486.0
706,1812,2,1406.0,28,65,86,64,0,1796.0
707,1960,4,1103.0,15,71,25,31,0,2968.0
708,3209,2,4650.0,16,85,37,30,0,3434.0
709,2824,3,3633.0,52,38,99,10,190,1885.0
710,2233,1,2460.0,89,36,150,38,57,1966.0
711,2105,1,1160.0,45,47,135,28,67,2047.0
712,3063,2,6218.0,77,38,13,24,0,2565.0
713,3921,1,5428.0,48,35,23,29,146,3363.0
714,4017,1,2089.0,52,99,118,17,320,5022.0
715,2897,2,2882.0,46,74,167,70,0,3402.0
716,4235,1,5458.0,37,51,100,64,310,4762.0
717,3370,1,1610.0,59,99,152,31,165,3711.0
718,1660,2,2675.0,48,61,117,57,0,2215.0
719,742,2,1000.0,11,96,152,20,0,1776.0
720,3090,4,4747.0,46,45,16,46,0,3214.0
721,1563,2,1000.0,75,31,131,2,0,1266.0
722,4824,2,8869.0,28,96,84,50,0,5021.0
723,3095,4,3462.0,78,70,108,60,0,3661.0
724,1419,3,2893.0,53,80,110,41,35,1533.0
725,505,1,1000.0,22,43,104,70,13,1225.0
726,967,1,1000.0,31,78,80,17,76,1749.0
727,4670,2,6635.0,16,78,98,10,0,4421.0
728,503,2,1000.0,11,56,40,67,0,865.0
729,1145,3,1777.0,71,68,59,42,43,1294.0
730,617,3,1647.0,87,65,86,16,30,960.0
731,3428,2,1717.0,14,39,42,38,0,2777.0
732,3051,4,3565.0,29,33,181,14,0,2960.0
733,4789,2,5621.0,63,31,51,36,0,4327.0
734,1346,1,1000.0,85,57,20,13,90,1976.0
735,3262,3,7573.0,72,55,151,59,239,2660.0
736,1641,1,3862.0,45,59,164,27,53,1694.0
737,2310,3,2534.0,90,38,121,8,85,1303.0
738,1223,4,1433.0,25,30,171,53,0,1576.0
739,724,2,1306.0,66,85,132,5,0,981.0
740,4708,2,7264.0,73,85,188,5,0,4449.0
741,2548,2,5368.0,19,90,43,48,0,2646.0
742,4915,1,5567.0,60,74,133,24,226,4641.0
743,2073,1,3466.0,36,42,77,42,30,1906.0
744,2328,2,3474.0,16,43,130,9,0,2263.0
745,2417,3,2423.0,50,39,64,64,155,2264.0
746,4734,2,8398.0,85,46,158,69,0,4284.0
747,2526,1,3686.0,22,46,182,11,45,2569.0
748,4244,2,5055.0,75,60,44,9,0,3848.0
749,1401,3,2415.0,12,75,113,61,79,2140.0
750,2539,2,3175.0,20,78,73,72,0,2525.0
751,509,2,1000.0,14,47,54,55,0,783.0
752,760,3,1371.0,69,40,59,68,62,888.0
753,2173,2,4083.0,11,84,158,25,0,3004.0
754,2719,2,5065.0,86,32,114,71,0,2542.0
755,2560,3,1971.0,73,45,38,56,157,1751.0
756,4213,1,5065.0,22,38,123,27,232,4115.0
757,2119,4,3883.0,63,97,103,23,0,3560.0
758,820,1,1000.0,21,74,47,40,12,1189.0
759,1842,1,1483.0,27,31,79,58,17,1381.0
760,2876,3,3681.0,27,51,26,36,265,2529.0
761,3332,1,3744.0,26,98,15,32,313,4693.0
762,3324,3,2037.0,48,78,179,23,127,2935.0
763,2494,3,4536.0,22,50,108,40,10,2274.0
764,3458,3,5840.0,54,84,131,48,11,2798.0
765,2538,4,3506.0,28,33,169,24,0,2799.0
766,3990,1,7219.0,28,87,116,39,83,3537.0
767,4177,3,6758.0,30,99,90,40,302,3707.0
768,1618,1,2752.0,33,88,181,29,103,2348.0
769,2104,2,1000.0,39,55,136,45,0,1849.0
770,4527,3,3735.0,57,98,152,34,60,3540.0
771,735,1,1000.0,44,68,87,15,53,1617.0
772,2469,2,1473.0,68,30,57,70,0,1927.0
773,4929,2,4759.0,26,86,17,71,0,4648.0
774,2408,2,3285.0,57,77,171,2,0,2541.0
775,875,4,1000.0,64,50,89,1,0,1681.0
776,4030,1,2053.0,18,60,73,54,161,3240.0
777,3135,2,4109.0,86,87,176,2,0,3503.0
778,2070,3,1699.0,23,76,43,36,169,1809.0
779,3060,2,5265.0,35,52,109,68,0,3049.0
780,3891,1,1783.0,61,36,165,28,193,3609.0
781,3465,2,5773.0,53,78,192,20,0,3873.0
782,4143,1,8104.0,20,60,80,37,315,4756.0
783,4350,1,6876.0,60,76,127,59,201,4260.0
784,1372,3,2728.0,51,97,9,44,39,1728.0
785,1752,2,3122.0,71,64,62,12,0,2240.0
786,1814,4,1000.0,44,63,93,32,0,2336.0
787,3398,3,6586.0,73,87,45,38,175,2990.0
788,577,2,1000.0,27,44,1,31,0,931.0
789,3121,1,5170.0,23,100,113,18,128,3680.0
790,4727,2,4087.0,58,71,147,29,0,4304.0
791,1100,1,1000.0,78,47,2,51,87,1443.0
792,1565,4,2136.0,26,67,35,29,0,2312.0
793,2636,1,4543.0,30,93,4,63,192,3429.0
794,2949,1,4057.0,23,58,19,20,54,2278.0
795,2843,2,1779.0,12,39,2,31,0,2621.0
796,2363,1,2732.0,40,46,2,31,199,2838.0
797,1818,1,2835.0,56,61,99,58,144,2197.0
798,4097,2,4039.0,53,90,69,7,0,3884.0
799,4262,1,3782.0,26,75,87,12,346,4786.0
800,2690,1,2338.0,90,100,127,61,164,3260.0
801,1492,1,1000.0,65,85,46,43,32,1826.0
802,3212,3,4163.0,36,90,101,49,169,2805.0
803,2692,2,2025.0,80,73,36,40,0,2913.0
804,1748,2,2877.0,78,67,7,70,0,2102.0
805,3554,2,5567.0,11,79,101,32,0,3778.0
806,4533,1,6834.0,89,61,112,63,11,3088.0
807,2497,4,2282.0,71,82,106,15,0,3141.0
808,4187,1,5851.0,84,77,128,12,212,3945.0
809,2651,2,3272.0,15,30,44,26,0,2299.0
810,4518,3,8276.0,74,59,9,30,171,3264.0
811,3610,3,5820.0,27,38,85,30,198,2885.0
812,2470,1,3084.0,64,62,195,62,120,2601.0
813,697,1,1360.0,76,55,170,43,43,1446.0
814,3126,3,1719.0,66,71,86,22,272,2213.0
815,1702,1,1000.0,28,71,168,17,19,1801.0
816,2535,3,3673.0,83,68,11,23,226,2069.0
817,977,3,1000.0,20,90,7,25,11,1287.0
818,1754,3,1000.0,64,76,123,70,167,1655.0
819,1422,1,1711.0,46,71,44,37,90,2326.0
820,919,3,1000.0,13,77,87,57,38,1317.0
821,2704,2,3962.0,22,81,128,70,0,3283.0
822,3097,3,5945.0,79,62,153,22,219,2643.0
823,1620,1,1733.0,67,56,85,4,69,1663.0
824,3568,1,2567.0,11,72,106,58,26,2920.0
825,1450,1,1486.0,69,58,158,44,95,1976.0
826,2836,1,1752.0,41,48,55,17,281,3508.0
827,2743,2,1853.0,72,57,97,18,0,2514.0
828,3145,4,1904.0,69,39,36,53,0,2950.0
829,2357,1,2894.0,35,96,131,19,162,3022.0
830,2365,3,2214.0,31,45,71,61,24,2103.0
831,3412,1,5519.0,83,30,120,57,110,2917.0
832,3353,1,6050.0,13,33,171,44,88,2825.0
833,3728,1,6659.0,25,98,94,19,280,4342.0
834,4219,1,5058.0,72,33,176,25,193,3971.0
835,3728,4,1552.0,51,49,86,37,0,3820.0
836,2871,1,4005.0,42,92,167,18,91,3306.0
837,3391,2,4075.0,22,64,101,58,0,3498.0
838,4256,2,2598.0,55,74,67,12,0,4011.0
839,4725,4,8380.0,22,86,99,32,0,5912.0
840,594,1,1000.0,42,53,198,26,46,1240.0
841,3174,1,2659.0,23,49,126,26,137,2960.0
842,2455,1,3925.0,17,57,137,47,74,2822.0
843,1293,2,1958.0,55,67,69,42,0,1903.0
844,2334,1,2152.0,10,53,3,51,42,1967.0
845,2616,3,2923.0,68,53,20,41,140,2217.0
846,4606,2,6584.0,69,99,41,65,0,4928.0
847,3825,2,6410.0,58,54,83,61,0,3184.0
848,3419,2,1239.0,89,98,115,35,0,3225.0
849,3097,1,4302.0,70,46,133,22,191,3057.0
850,3705,2,7049.0,32,87,10,69,0,4072.0
851,1314,4,1000.0,14,49,118,40,0,2119.0
852,845,3,1582.0,59,31,72,54,30,1001.0
853,2849,3,5360.0,45,38,139,37,119,2346.0
854,862,3,1035.0,29,92,30,44,36,1255.0
855,2943,1,4842.0,52,97,158,29,124,3147.0
856,2765,1,2098.0,17,35,170,12,236,3360.0
857,2688,1,4781.0,50,40,185,21,138,2778.0
858,3505,1,4834.0,34,50,49,40,269,4151.0
859,3781,1,3260.0,16,92,97,30,33,3091.0
860,1484,2,1454.0,70,59,40,64,0,1568.0
861,2139,2,3219.0,42,50,111,41,0,2000.0
862,1327,3,1640.0,78,52,112,47,119,1498.0
863,3230,3,1790.0,47,90,163,4,166,2873.0
864,4031,4,1860.0,21,59,171,28,0,4432.0
865,4951,1,7940.0,53,75,126,48,31,3787.0
866,3435,1,6078.0,62,89,65,57,160,3923.0
867,4376,2,8415.0,23,47,112,16,0,4141.0
868,626,1,1000.0,80,91,14,12,30,969.0
869,3677,1,4536.0,61,74,33,55,343,4516.0
870,3556,1,3552.0,61,90,197,36,17,3106.0
871,1103,1,1490.0,55,88,43,15,67,2059.0
872,3949,2,4257.0,89,64,160,19,0,3629.0
873,4646,2,5298.0,50,51,78,18,0,4082.0
874,4033,2,5597.0,11,53,98,28,0,3713.0
875,3867,2,7604.0,58,80,91,56,0,4040.0
876,3868,1,5989.0,87,94,105,23,89,3356.0
877,4297,1,6311.0,37,44,133,11,97,3319.0
878,2292,1,2490.0,41,57,117,43,68,1838.0
879,3361,1,6794.0,85,71,39,45,99,3161.0
880,3976,3,6708.0,86,49,5,39,272,2907.0
881,3917,3,7273.0,31,72,74,24,290,2938.0
882,2145,2,2334.0,51,98,13,45,0,2593.0
883,1705,1,2561.0,38,92,122,36,111,2629.0
884,3530,2,4648.0,88,72,4,4,0,3890.0
885,3372,2,3062.0,77,31,44,65,0,2882.0
886,3572,2,5953.0,42,52,186,56,0,3625.0
887,2354,2,4580.0,55,41,200,11,0,2316.0
888,4521,2,3622.0,18,75,42,25,0,4220.0
889,3208,2,1514.0,47,62,180,50,0,3079.0
890,4002,3,6157.0,89,73,154,52,182,3046.0
891,1832,1,2088.0,35,54,119,6,163,2371.0
892,701,3,1718.0,52,64,196,46,39,1464.0
893,4007,1,5215.0,62,64,68,70,203,4089.0
894,4712,1,4347.0,36,94,47,15,389,5236.0
895,1074,4,1862.0,20,72,110,61,0,2104.0
896,1036,4,1000.0,35,97,72,33,0,2222.0
897,2125,1,3421.0,87,91,110,12,62,2631.0
898,2622,2,4550.0,66,60,24,31,0,2519.0
899,885,1,2386.0,10,57,135,34,82,1840.0
900,3781,2,1000.0,20,40,77,32,0,3375.0
901,974,3,1000.0,39,61,159,23,48,1262.0
902,917,4,1000.0,13,95,60,69,0,2472.0
903,4100,2,5159.0,81,89,86,40,0,3960.0
904,1454,1,2828.0,89,80,0,66,117,2466.0
905,1705,2,2929.0,42,88,110,31,0,2047.0
906,4620,1,8213.0,42,46,158,12,404,5169.0
907,2490,4,3123.0,83,97,198,42,0,3642.0
908,4072,3,3787.0,75,67,142,20,149,3129.0
909,4880,2,9025.0,13,93,69,14,0,5188.0
910,4658,1,4698.0,60,32,143,60,137,3609.0
911,3213,1,5863.0,36,83,107,2,187,3667.0
912,2703,1,2251.0,42,73,80,31,65,2343.0
913,3620,3,7141.0,86,59,92,55,186,2810.0
914,1466,2,1840.0,84,83,105,35,0,2207.0
915,3932,1,6738.0,41,77,71,27,297,4247.0
916,1188,2,1000.0,76,64,56,5,0,1487.0
917,4743,3,5379.0,86,97,10,51,91,3775.0
918,4201,1,7310.0,37,55,145,16,382,5005.0
919,841,3,1513.0,66,85,172,40,54,1408.0
920,2224,3,1598.0,28,98,147,68,217,2529.0
921,4922,4,5635.0,40,93,90,44,0,5546.0
922,2292,1,2822.0,62,58,86,41,80,2174.0
923,2259,1,2217.0,41,88,141,16,142,2523.0
924,3712,1,5114.0,18,54,108,42,181,3742.0
925,1489,1,2163.0,60,56,26,20,106,1980.0
926,2762,1,3120.0,32,51,96,62,232,3232.0
927,2982,2,4433.0,34,100,8,28,0,3156.0
928,1451,2,1692.0,55,76,12,60,0,1922.0
929,1222,3,1411.0,53,84,172,41,94,1656.0
930,3889,1,7141.0,75,38,7,1,204,3393.0
931,2579,2,2696.0,76,83,113,16,0,2393.0
932,3217,3,4538.0,37,93,55,4,159,2419.0
933,2832,3,1890.0,87,68,96,54,251,1969.0
934,3876,3,3997.0,33,37,6,29,98,2295.0
935,2000,3,1000.0,65,56,76,72,114,1710.0
936,785,4,1000.0,59,98,127,66,0,2301.0
937,3995,1,4458.0,12,62,142,24,187,3849.0
938,2565,2,2293.0,32,39,183,41,0,2513.0
939,1268,1,1658.0,43,45,103,63,93,1847.0
940,3557,1,5882.0,18,40,83,56,168,3514.0
941,4789,1,9350.0,68,48,183,14,406,5441.0
942,2661,1,4223.0,75,93,36,53,211,3364.0
943,3793,1,3044.0,31,81,63,44,60,2980.0
944,1446,1,1304.0,44,44,16,43,42,1376.0
945,3835,1,3683.0,40,71,92,1,370,4897.0
946,4650,4,4647.0,87,67,20,11,0,5371.0
947,1981,1,2794.0,57,78,77,20,29,2188.0
948,2401,3,2835.0,62,78,104,21,185,2226.0
949,3951,1,3335.0,84,100,110,20,389,5312.0
950,4564,4,3020.0,41,84,85,17,0,5400.0
951,554,3,1000.0,21,51,51,63,17,783.0
952,2323,2,2349.0,71,72,160,5,0,3063.0
953,3962,2,2384.0,12,79,76,46,0,4118.0
954,3579,1,6656.0,15,48,94,52,239,3660.0
955,1332,4,1000.0,21,47,11,36,0,1677.0
956,4908,3,7117.0,62,39,95,49,485,3847.0
957,3306,3,2739.0,29,79,45,38,130,2857.0
958,2990,2,2433.0,15,78,69,27,0,2949.0
959,827,1,1235.0,23,70,125,69,23,1484.0
960,3810,3,4611.0,65,44,70,50,71,2796.0
961,3800,1,2114.0,50,52,184,43,188,3771.0
962,4175,2,7493.0,58,56,19,70,0,4222.0
963,3554,1,2221.0,74,35,67,9,215,3339.0
964,2643,4,1773.0,40,53,84,65,0,3186.0
965,1811,1,2422.0,37,38,43,30,136,2058.0
966,3691,1,5498.0,21,91,29,15,207,3903.0
967,3038,2,3459.0,25,96,152,32,0,3180.0
968,4483,3,1962.0,44,99,30,4,107,3280.0
969,664,2,1000.0,53,71,126,60,0,1424.0
970,4777,1,5242.0,77,89,129,55,136,4027.0
971,1322,1,1296.0,19,77,181,34,90,2495.0
972,1443,3,1928.0,12,85,13,61,101,1645.0
973,4925,4,8863.0,40,34,101,38,0,4808.0
974,1274,3,1000.0,61,83,150,51,47,1627.0
975,2698,2,4179.0,74,67,68,58,0,2370.0
976,3656,4,4538.0,14,48,179,25,0,4070.0
977,4742,2,4857.0,14,98,122,11,0,4413.0
978,4195,2,7172.0,75,100,177,8,0,3940.0
979,3952,2,7671.0,24,53,198,34,0,3852.0
980,1414,2,1350.0,74,39,32,27,0,1472.0
981,1808,3,1369.0,30,50,8,22,152,1880.0
982,4677,2,8963.0,80,44,94,62,0,4289.0
983,1013,1,1396.0,20,93,7,72,45,1893.0
984,2420,1,2559.0,51,42,6,39,237,2981.0
985,4094,1,5160.0,75,100,148,22,18,2922.0
986,1909,2,2383.0,70,69,91,31,0,2198.0
987,3690,1,5563.0,69,37,52,34,245,3733.0
988,4991,1,9200.0,23,67,14,68,236,4897.0
989,2055,2,1542.0,14,81,199,59,0,2362.0
990,1304,2,1000.0,40,31,51,8,0,1387.0
991,1779,3,3118.0,57,51,196,53,68,1507.0
992,4077,2,4693.0,41,33,199,54,0,3726.0
993,3401,3,4508.0,66,81,36,70,246,2906.0
994,1887,4,3268.0,43,36,131,18,0,2552.0
995,3261,3,1555.0,83,30,90,8,319,1893.0
996,3179,2,4316.0,36,87,78,7,0,3596.0
997,2606,1,3948.0,14,91,60,7,154,3253.0
998,4723,4,8417.0,26,95,149,10,0,5678.0
999,3268,1,4107.0,84,84,176,36,91,3040.0
1000,4453,1,2394.0,78,42,35,62,13,2974.0
1001,3686,2,4184.0,65,57,93,51,0,3348.0
1002,3780,1,6516.0,47,43,96,31,93,3168.0
1003,3073,4,2344.0,63,32,190,10,0,3263.0
1004,3099,2,5759.0,57,45,165,35,0,2997.0
1005,4533,2,5871.0,89,75,39,29,0,4269.0
1006,736,2,1000.0,58,32,63,49,0,1259.0
1007,1804,2,2474.0,50,32,195,31,0,1929.0
1008,3930,1,2807.0,31,70,183,68,22,2976.0
1009,1801,2,2863.0,66,58,13,17,0,1877.0
1010,3041,3,2600.0,75,69,129,37,124,2432.0
1011,2551,2,1527.0,28,48,125,28,0,2857.0
1012,941,3,1000.0,11,49,190,38,52,904.0
1013,2576,1,3110.0,84,50,18,10,234,3097.0
1014,3680,1,5486.0,42,49,77,72,273,4383.0
1015,3157,1,5391.0,82,76,70,28,244,3960.0
1016,4298,1,6416.0,68,73,124,69,413,5370.0
1017,1304,3,1735.0,15,31,8,7,91,708.0
1018,574,3,1000.0,20,72,32,2,16,1359.0
1019,2675,1,3521.0,36,86,126,57,53,2685.0
1020,4424,2,5318.0,81,48,115,10,0,3649.0
1021,2589,3,3262.0,54,93,60,14,234,2442.0
1022,540,1,1363.0,40,75,105,32,20,1550.0
1023,2581,1,2314.0,72,70,43,53,137,2928.0
1024,2122,4,3809.0,53,96,64,3,0,3240.0
1025,841,2,1069.0,50,43,84,48,0,1210.0
1026,4552,4,4421.0,56,49,56,8,0,4609.0
1027,2574,1,2951.0,78,64,23,9,126,2562.0
1028,1145,3,2545.0,88,54,101,16,39,1248.0
1029,4763,1,3198.0,11,33,171,31,364,4663.0
1030,1109,1,2345.0,24,86,104,5,93,1837.0
1031,954,2,1344.0,29,31,195,39,0,1302.0
1032,3453,1,4587.0,12,95,5,16,110,3399.0
